ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
241 Stephanie Drive ,"$849,900",['Sold on Sep 17 2021'],"$965,133",2,4,-,2000-2500,31-50 years,2-Storey,Finished,-,-,2021,5266,-,56.23,712590051,West Willow Woods,ResidentialProperty,43.5240484,-80.2751485
249 Farley Drive ,"$989,900",['Sold on May 16 2021'],"$1,105,000",1,4,-,2000-2500,16-30 years,2-Storey,Finished,-,-,2021,6455.74,-,54,-,Pine Ridge,ResidentialProperty,43.510783,-80.188319
25 Boulder Crescent ,"$799,900",['Sold on May 09 2021'],"$840,000",6,3,1,1500-2000,-,2-Storey,Fin W/O,-,-,2020,5313,104.99,29.53,-,Clairfields,ResidentialProperty,43.4949496,-80.19779118
25 Foxwood Crescent ,"$995,800",['Sold on Jul 14 2021'],"$1,250,000",5,4,2,2000-2500,31-50 years,2-Storey,Finished,-,-,2021,6135,81.81,123.26,-,Kortright Hills,ResidentialProperty,43.50276168,-80.24097495
25 Pondview Crescent ,"$1,275,000",['Sold on Jun 01 2021'],"$1,280,000",7,4,1,-,-,Sidesplit 4,Apartment,-,-,2020,7298.47,113.92,50,-,Waverley,ResidentialProperty,43.57423426,-80.27056252
25 Raglan Street ,"$689,900",['Sold on May 13 2021'],"$790,000",3,2,1,-,51-99 years,2-Storey,Apartment,-,-,2021,3402.21,132,31,-,Onward Willow,ResidentialProperty,43.53975429,-80.26294761
25 Richardson Street ,"$789,900",['Sold on Nov 24 2021'],"$798,000",36,4,-,1500-2000,51-99 years,2-Storey,Unfinished,2021,378000,2021,4319.06,213.22,40.68,713390110,Two Rivers,ResidentialProperty,43.54299309,-80.23964761
250 Elmira Road South ,"$769,900",['Sold on Aug 30 2021'],"$950,000",6,4,-,1500-2000,31-50 years,2-Storey,Finished,-,-,2021,4810.38,103.35,50.98,712540080,Onward Willow,ResidentialProperty,43.51924591,-80.28261914
253 MacAlister Boulevard ,"$1,289,000",['Sold on May 26 2021'],"$1,280,000",6,4,1,-,0-5 years,2-Storey,Fin W/O,-,-,2020,6400,85.89,34.12,-,Kortright Hills,ResidentialProperty,43.5291853,-80.2000243
26 High Park Drive ,"$699,000",['Sold on Sep 20 2021'],"$788,000",3,3,-,700-1100,51-99 years,Bungalow,Full,2021,374000,2021,4273,121,55,712450029,Old University,ResidentialProperty,43.53140383,-80.24828323
26 Pinetree Drive ,"$829,900",['Sold on Nov 08 2021'],"$960,000",6,3,-,1100-1500,31-50 years,Bungalow-Raised,Finished,2021,376000,2021,4296,105,50,712540545,West Willow Woods,ResidentialProperty,43.52375585,-80.28322818
26 Vista Terrace ,"$749,900",['Sold on Aug 23 2021'],"$850,000",6,4,-,-,-,Bungalow-Raised,Finished,-,-,2021,4490.45,107,40,713580420,Waverley,ResidentialProperty,43.57523172,-80.2683643
26 Wideman Boulevard ,"$899,900",['Sold on May 11 2021'],"$892,000",12,3,-,1500-2000,6-15 years,2-Storey,Finished,-,-,2021,4502.59,115.5,31.43,-,Waverley,ResidentialProperty,43.58177027,-80.26601692
261 Water Street ,"$599,900",['Sold on Sep 27 2021'],"$740,000",5,3,2,1100-1500,51-99 years,Backsplit 3,Part Bsmt,-,-,2021,3579.4,-,56.04,-,Old University,ResidentialProperty,43.5307234,-80.2526047
27 Bathgate Drive ,"$1,149,000",['Sold on Sep 23 2021'],"$1,281,000",9,3,-,2000-2500,31-50 years,2-Storey,Full,2021,575000,2021,6558,104.13,62.34,715040056,Village,ResidentialProperty,43.52147118,-80.2078883
27 Baxter Drive ,"$1,499,900",['Sold on May 06 2021'],"$1,510,000",6,4,1,2500-3000,6-15 years,2-Storey,Finished,2021,734000,2021,8241.72,117.29,52.58,-,Clairfields,ResidentialProperty,43.51502925,-80.17889994
27 Clythe Creek Drive ,"$719,900",['Sold on Aug 30 2021'],"$815,000",7,3,-,1500-2000,16-30 years,2-Storey,Finished,2021,-,2021,4562.67,109.96,31.17,-,Grange Hill East,ResidentialProperty,43.571427,-80.21826
27 Elginfield Drive ,"$999,900",['Sold on Nov 13 2021'],"$1,175,027",4,2,2,-,-,Bungalow,Finished,-,-,2021,6055.83,123.2,70,-,Grange Hill East,ResidentialProperty,43.5673945,-80.242046
27 Emeny Lane ,"$1,399,900",['Sold on Sep 03 2021'],"$1,350,000",44,4,1,3000-3500,0-5 years,2-Storey,Full,-,-,2021,2800,100,49,-,Guelph South,ResidentialProperty,43.5180321,-80.2013607
27 Green Street ,"$1,199,900",['Sold on Dec 04 2021'],"$1,326,000",39,4,-,2500-3000,100+ years,2-Storey,Part Bsmt,-,-,2021,-,-,63,71292023,Exhibition Park,ResidentialProperty,43.54795443,-80.25588473
271 West Acres Drive ,"$795,900",['Sold on Aug 10 2021'],"$795,900",7,3,-,1100-1500,-,2-Storey,Full,2021,340000,2021,4079.93,100,50,712540362,Parkwood Gardens,ResidentialProperty,43.52044395,-80.27568423
273 Arthur Street North ,"$849,000",['Sold on Aug 24 2021'],"$1,040,000",5,3,1,-,51-99 years,Bungalow,Full,2016,531000,2021,6067.25,180.31,100.89,713190361,Central East,ResidentialProperty,43.55408717,-80.25524857
28 Blueridge Court ,"$899,900",['Sold on Nov 15 2021'],"$999,000",5,3,-,-,-,Sidesplit 5,Fin W/O,-,-,2021,4924.64,181.85,39.79,712640092,West Willow Woods,ResidentialProperty,43.53631278,-80.28599192
28 Eastview Road ,"$699,900",['Sold on Sep 23 2021'],"$833,000",6,3,1,1500-2000,51-99 years,2-Storey,Finished,-,-,2021,4547.58,108,51.86,71348016,Grange Hill East,ResidentialProperty,43.566462,-80.24015353
28 Islington Avenue ,"$749,900",['Sold on Jul 17 2021'],"$780,000",2,3,1,1100-1500,31-50 years,Backsplit 4,Full,2021,384000,2021,4387.62,-,40,713580665,Brant,ResidentialProperty,43.57826774,-80.26214062
28 Walman Drive ,"$649,000",['Sold on Jun 26 2021'],"$649,000",5,4,-,1100-1500,16-30 years,2-Storey,Finished,2021,331000,2021,3782,123.73,38.65,712230098,Kortright Hills,ResidentialProperty,43.515522,-80.228621
286 Macalister Boulevard ,"$1,050,000",['Sold on Oct 06 2021'],"$1,101,000",14,4,-,2000-2500,0-5 years,2-Storey,Full,2021,532000,2021,6079,-,29,715050919,Village,ResidentialProperty,43.5291853,-80.2000243
288 Macalister Boulevard ,"$1,089,900",['Sold on Dec 03 2021'],"$1,115,000",16,3,1,-,0-5 years,2-Storey,Finished,-,-,2021,5587.36,-,28.51,-,Village,ResidentialProperty,43.5291853,-80.2000243
29 Julia Drive ,"$850,000",['Sold on Oct 26 2021'],"$990,000",12,3,-,1100-1500,51-99 years,Bungalow,Part Fin,-,-,2021,3473.53,127,60,-,Onward Willow,ResidentialProperty,43.54227047,-80.26985544
29 Kortright Road East ,"$1,100,000",['Sold on Sep 03 2021'],"$1,220,000",2,4,2,2500-3000,-,2-Storey,Finished,-,-,2020,7073.91,133.21,64.97,-,Guelph South,ResidentialProperty,43.524133,-80.210773
29 McTague Street ,"$1,419,000",['Sold on Jun 28 2021'],"$1,370,000",26,3,-,-,-,Bungalow,Full,2021,591000,2020,6044.26,124,59,712990111,Exhibition Park,ResidentialProperty,43.5502304,-80.25859095
29 Merganser Drive ,"$1,235,000",['Sold on Aug 19 2021'],"$1,100,000",30,4,-,2000-2500,-,Backsplit 4,Finished,-,-,2021,5210.3,138.83,47.89,-,Kortright Hills,ResidentialProperty,43.49725863,-80.24035358
29 Westra Drive ,"$999,900",['Sold on Jun 17 2021'],"$1,225,000",3,4,-,2500-3000,6-15 years,2-Storey,Unfinished,2021,603000,2020,6770,129.27,49.29,714860798,West Willow Woods,ResidentialProperty,43.5232033,-80.30365688
291 Waterloo Avenue ,"$599,900",['Sold on Nov 24 2021'],"$753,000",7,3,-,700-1100,51-99 years,1 1/2 Storey,Full,2021,333000,2021,3804.89,-,50.43,712800097,Onward Willow,ResidentialProperty,43.5336477,-80.2583486
3 Braid Place ,"$1,299,000",['Sold on May 04 2021'],"$1,505,000",8,5,-,2500-3000,51-99 years,Bungalow,Full,2021,768000,2021,8623,164,132.28,712370085,Old University,ResidentialProperty,43.53481009,-80.23453691
3 Flanders Road ,"$699,900",['Sold on Jul 05 2021'],"$825,000",7,3,1,-,-,Bungalow,Full,-,-,2021,4480,-,96,-,Old University,ResidentialProperty,43.514848,-80.245449
3 Franchetto Boulevard ,"$819,000",['Sold on Jun 28 2021'],"$788,000",14,3,-,-,51-99 years,Bungalow,Finished,-,-,2020,3783.98,100.91,40,-,Central East,ResidentialProperty,43.556753,-80.2370515
3 Haney Drive ,"$949,999",['Sold on Jul 31 2021'],"$961,000",3,2,2,1100-1500,16-30 years,Bungalow,Finished,-,-,2021,5598.78,104.99,49.87,-,Pine Ridge,ResidentialProperty,43.50980929,-80.18672472
3 Keats Crescent ,"$899,900",['Sold on Aug 19 2021'],"$1,243,300",7,3,-,1500-2000,31-50 years,Sidesplit 3,Finished,2021,579000,2021,6615.71,131,50,-,Hanlon Creek,ResidentialProperty,43.51851431,-80.2204728
3 Lincoln Crescent ,"$699,000",['Sold on Jun 02 2021'],"$770,000",6,3,-,1100-1500,51-99 years,1 1/2 Storey,Full,2021,366000,2021,4181.95,-,84,713270036,Central East,ResidentialProperty,43.56308557,-80.24683393
3 Monticello Crescent ,"$1,199,000",['Sold on Jun 02 2021'],"$1,050,000",54,4,2,2000-2500,51-99 years,2-Storey,Finished,2021,626000,2020,7028.99,135,88.68,715050085,Kortright Hills,ResidentialProperty,43.525759,-80.221104
3 Pearson Street ,"$799,900",['Sold on May 28 2021'],"$900,000",3,3,-,2000-2500,6-15 years,2 1/2 Storey,Full,2021,476000,2021,5438.82,108,30.23,-,Pine Ridge,ResidentialProperty,43.50885,-80.18048833
3 Simmonds Drive ,"$799,900",['Sold on May 05 2021'],"$891,000",7,3,-,1500-2000,6-15 years,2-Storey,Full,-,-,2021,4682,114.83,36.58,-,Waverley,ResidentialProperty,43.57896162,-80.26987224
3 Teal Dr ,"$985,000",['Sold on May 31 2021'],"$1,125,000",19,5,-,-,16-30 years,2-Storey,Finished,-,-,2020,6815.65,131,39,-,Kortright Hills,ResidentialProperty,43.49734138,-80.23349612
30 Borland Drive ,"$889,900",['Sold on Jun 29 2021'],"$981,100",4,4,-,1500-2000,16-30 years,2-Storey,Part Fin,-,-,2021,5130,-,45.24,-,Clairfields,ResidentialProperty,43.49867264,-80.1981603
30 Rodgers Road ,"$629,000",['Sold on Mar 12 2021'],"$631,000",8,3,1,-,16-30 years,2-Storey,Finished,-,-,2021,3604,112.49,30.18,714900639,Kortright Hills,ResidentialProperty,43.51394813,-80.2157212
303 Auden Road ,"$629,900",['Sold on Nov 22 2021'],"$800,000",5,2,-,700-1100,31-50 years,Bungalow,Finished,2016,331000,2021,3900,-,32.48,714930148,Grange Hill East,ResidentialProperty,43.56335586,-80.22890886
31 Beaver Meadow Drive ,"$1,039,900",['Sold on Jun 02 2021'],"$1,020,000",28,3,1,1500-2000,16-30 years,2-Storey,Fin W/O,-,-,2021,5267.2,111.55,36.09,-,Clairfields,ResidentialProperty,43.5096564,-80.1871799
31 Trailbrook Lane ,"$700,000",['Sold on Jun 22 2021'],"$740,000",6,3,-,1500-2000,16-30 years,2-Storey,Finished,2021,335000,2021,3827.74,102,30,713440198,Grange Hill East,ResidentialProperty,43.56132573,-80.22358855
31 Waverley Drive ,"$1,124,000",['Sold on Oct 26 2021'],"$1,200,000",5,3,1,-,-,Bungalow,Finished,-,-,2021,6272.92,110,75,713080108,Waverley,ResidentialProperty,43.56792648,-80.26541656
31 Woodland Glen Drive ,"$999,900",['Sold on May 26 2021'],"$1,211,000",5,2,2,2000-2500,-,2-Storey,Fin W/O,-,-,2021,7168.22,132,58,-,Kortright Hills,ResidentialProperty,43.50781533,-80.24482969
32 Cheltonwood Avenue ,"$729,900",['Sold on Jul 19 2021'],"$775,000",4,3,-,1100-1500,-,Sidesplit 3,Full,2021,339000,2021,3873.44,103,75,713480208,Grange Hill East,ResidentialProperty,43.56785196,-80.24091524
32 Creighton Avenue ,"$969,000",['Sold on Nov 01 2021'],"$1,100,000",4,3,-,1500-2000,6-15 years,2-Storey,Apartment,-,-,2021,4918.98,119.5,44.42,-,Grange Hill East,ResidentialProperty,43.5720528,-80.2266566
32 Darnell Road ,"$849,900",['Sold on Apr 10 2021'],"$820,000",29,3,-,1500-2000,-,2 1/2 Storey,Finished,-,-,2021,5010,104.4,30.92,-,Kortright Hills,ResidentialProperty,43.515059,-80.210903
32 Mclachlin Place ,"$899,900",['Sold on Sep 29 2021'],"$1,042,000",7,3,2,1500-2000,16-30 years,2-Storey,Full,-,-,2021,4947,115,45,-,West Willow Woods,ResidentialProperty,-,-
32 McNulty Lane ,"$1,425,000",['Sold on May 03 2021'],"$1,600,000",6,4,-,2500-3000,6-15 years,2-Storey,Part Fin,-,-,2020,7939,105,64,-,Pine Ridge,ResidentialProperty,43.51645971,-80.18403231
32 Ryder Avenue ,"$1,475,000",['Sold on May 10 2021'],"$1,475,000",94,2,1,1500-2000,New,Bungalow,Sep Entrance,-,-,2020,1785.32,121,47,-,Kortright Hills,ResidentialProperty,43.5162465,-80.2123403
324 Victoria Road North ,"$650,000",['Sold on Aug 22 2021'],"$695,000",9,3,-,700-1100,51-99 years,Bungalow,Apartment,-,-,2021,3444.66,115,53,-,Waverley,ResidentialProperty,43.5728525,-80.2533394
33 Flanders Road ,"$899,900",['Sold on Nov 19 2021'],"$893,000",17,4,-,1500-2000,51-99 years,Sidesplit 4,Finished,-,-,2021,4030,110,60,-,Old University,ResidentialProperty,43.513063,-80.247691
33 Hyland Road ,"$999,999",['Sold on Oct 17 2021'],"$1,075,000",27,3,2,-,-,Backsplit 4,Finished,-,-,2021,5324,125,50,-,Brant,ResidentialProperty,43.57124819,-80.2452641
33 Mcilwraith Crescent ,"$619,900",['Sold on Jun 11 2021'],"$620,000",7,2,1,-,-,Backsplit 4,Finished,-,-,2021,3004,120,30,-,Grange Hill East,ResidentialProperty,43.56532529,-80.23653249
33 Peer Drive ,"$978,000",['Sold on May 25 2021'],"$1,060,000",12,3,1,-,-,2-Storey,Finished,-,-,2020,5681.58,-,32.38,-,Kortright Hills,ResidentialProperty,43.49827946,-80.22813965
33 Samuel Drive ,"$1,099,900",['Sold on Sep 11 2021'],"$1,095,000",32,3,2,2000-2500,6-15 years,2-Storey,Apartment,-,-,2021,5713,112,54,-,Pine Ridge,ResidentialProperty,43.51342452,-80.17442111
33 Vancouver Drive ,"$649,000",['Sold on Sep 07 2021'],"$600,000",53,2,-,700-1100,51-99 years,1 1/2 Storey,Full,-,-,2021,3279,-,47.01,-,Central East,ResidentialProperty,43.56103283,-80.23851985
330 Exhibition Street ,"$1,085,000",['Sold on Aug 12 2021'],"$1,085,000",28,3,1,1500-2000,New,2-Storey,Apartment,-,-,2021,-,100,36,712970411,Exhibition Park,ResidentialProperty,43.55550906,-80.26911977
339 West Acres Drive ,"$699,900",['Sold on May 31 2021'],"$910,000",7,3,1,1100-1500,31-50 years,Bungalow-Raised,Finished,2021,377000,2021,4307.64,-,61,-,West Willow Woods,ResidentialProperty,43.51616545,-80.28012481
34 Bailey Avenue ,"$750,000",['Sold on Jun 12 2021'],"$745,000",4,3,-,-,-,2-Storey,Finished,-,-,2020,3900,104.5,30.05,-,June Avenue,ResidentialProperty,43.55881331,-80.27406672
34 Eramosa Road ,"$699,900",['Sold on Jun 03 2021'],"$695,000",1,3,-,1100-1500,100+ years,2-Storey,Full,-,-,2021,3812.05,-,36.38,-,Central East,ResidentialProperty,43.55062433,-80.25045162
34 Ervin Crescent ,"$699,900",['Sold on May 22 2021'],"$825,000",1,4,1,-,-,2-Storey,Finished,-,-,2021,4224,103.07,48.59,712220156,Kortright Hills,ResidentialProperty,43.5103851,-80.2316785
34 Muskoka Drive ,"$749,900",['Sold on Aug 12 2021'],"$855,500",7,3,-,1100-1500,31-50 years,Bungalow-Raised,Part Bsmt,2021,350000,2021,3990,120,47,713530134,Brant,ResidentialProperty,43.58026145,-80.25322668
342 West Acres Drive ,"$775,000",['Sold on Nov 10 2021'],"$980,000",12,3,-,2000-2500,31-50 years,Sidesplit 4,Finished,-,-,2021,4788,98,51.79,-,West Willow Woods,ResidentialProperty,43.51591038,-80.28007776
346 Kathleen Street ,"$699,900",['Sold on Nov 09 2021'],"$925,000",5,3,-,700-1100,51-99 years,Bungalow,Finished,2021,340000,2021,3884.87,120,60.01,712960122,June Avenue,ResidentialProperty,43.55680503,-80.274332
35 Aspen Valley Crescent ,"$899,000",['Sold on Oct 13 2021'],"$911,000",9,4,2,1500-2000,31-50 years,2-Storey,Finished,-,-,2020,4200,45.93,75.21,712210021,Kortright Hills,ResidentialProperty,43.511946,-80.238115
35 Melrose Place ,"$899,900",['Sold on Nov 10 2021'],"$928,000",7,3,-,1500-2000,-,Backsplit 3,Finished,-,-,2021,4647,-,38.55,-,West Willow Woods,ResidentialProperty,43.52577323,-80.27207097
35 Moss Place ,"$820,000",['Sold on Aug 16 2021'],"$795,000",25,3,1,1100-1500,16-30 years,2-Storey,Finished,2021,377000,2021,4307.64,110,30,712290039,Kortright Hills,ResidentialProperty,43.515101,-80.21780199
35 Ridgeway Avenue ,"$999,900",['Sold on May 11 2021'],"$1,300,000",5,5,1,-,-,Bungalow,Finished,-,-,2020,6995,185,82,-,Pine Ridge,ResidentialProperty,43.51368492,-80.19364955
355 Imperial Road South ,"$799,000",['Sold on Aug 28 2021'],"$843,000",10,3,1,-,-,Bungalow,Finished,2021,324000,2021,3702.05,109,51,712540530,Parkwood Gardens,ResidentialProperty,43.5233851,-80.27669155
357 Kathleen Street ,"$800,000",[],"$800,000",12,3,2,1100-1500,16-30 years,Bungalow,Part Fin,-,-,2020,4603,131.23,42.22,713020074,June Avenue,ResidentialProperty,43.55768421,-80.27526678
357 Starwood Drive ,"$949,900",['Sold on Oct 13 2021'],"$949,900",7,3,-,1500-2000,16-30 years,2-Storey,Fin W/O,2020,453000,2021,5176.02,110,45.34,714930261,Grange Hill East,ResidentialProperty,43.56826617,-80.22910733
36 Sugarbush Place ,"$1,099,900",['Sold on Jul 22 2021'],"$1,095,000",8,3,-,2500-3000,31-50 years,Other,Full,2021,660000,2020,7410.76,131,39.93,712660024,Onward Willow,ResidentialProperty,43.5367079,-80.2949242
36 Woodridge Drive ,"$749,900",['Sold on Oct 24 2021'],"$841,500",3,3,-,1100-1500,31-50 years,Bungalow-Raised,Finished,-,-,2021,4147.67,100,54.99,-,Parkwood Gardens,ResidentialProperty,43.5153756,-80.282188
364 York Road ,"$679,900",['Sold on May 30 2021'],"$700,000",10,3,-,1100-1500,-,2-Storey,Half,-,-,2021,4706,100,39,-,Village,ResidentialProperty,43.5487764,-80.2284644
367 Stephanie Drive ,"$799,900",['Sold on Aug 04 2021'],"$810,000",6,3,-,1500-2000,16-30 years,Sidesplit 4,Finished,-,-,2021,4591.73,110,52,-,West Willow Woods,ResidentialProperty,43.5216644,-80.28662164
37 Arbordale Walk ,"$879,900",['Sold on Oct 06 2021'],"$1,450,000",7,4,-,1500-2000,16-30 years,Bungalow,Finished,2021,420120,2021,4800.33,-,50,-,Village,ResidentialProperty,43.5292748,-80.21664404
37 Columbus Crescent ,"$949,900",['Sold on Oct 12 2021'],"$1,200,000",-,4,-,-,-,2-Storey,Full,2021,568000,2021,8100,114.67,60.01,-,Kortright Hills,ResidentialProperty,43.51980225,-80.2189525
37 Doyle Drive ,"$799,900",['Sold on Oct 13 2021'],"$825,000",6,3,-,1100-1500,16-30 years,2-Storey,Finished,-,-,2021,4627,106,41,-,Clairfields,ResidentialProperty,43.4987816,-80.1926899
37 Hillcrest Drive ,"$879,000",['Sold on May 08 2021'],"$850,000",8,1,2,700-1100,-,Bungalow,Part Fin,-,-,2020,2941.85,112,50,-,Two Rivers,ResidentialProperty,43.55048639,-80.24134587
37 June Avenue ,"$825,000",['Sold on May 16 2021'],"$795,000",40,3,-,-,-,Bungalow-Raised,Finished,-,-,2020,3875,104,64,-,Exhibition Park,ResidentialProperty,43.55411417,-80.27571386
37 Koch Drive ,"$749,000",['Sold on Aug 06 2021'],"$750,000",13,3,-,1100-1500,31-50 years,2-Storey,Full,-,-,2021,3999.13,130.48,28,-,Hanlon Creek,ResidentialProperty,43.51442574,-80.22796089
37 Trimble Crescent ,"$1,149,000",['Sold on Jun 08 2021'],"$1,290,000",5,3,-,2000-2500,6-15 years,2-Storey,Finished,2021,539000,2021,6158.66,-,32,-,Grange Hill East,ResidentialProperty,43.57150191,-80.2262339
37 Youngman Drive ,"$799,900",['Sold on May 18 2021'],"$872,500",5,3,-,1500-2000,31-50 years,2-Storey,Finished,-,-,2020,4637.34,108.27,54.13,-,Kortright Hills,ResidentialProperty,43.51870529,-80.22711653
373 Speedvale Avenue East ,"$869,900",['Sold on Dec 08 2021'],"$975,000",6,3,2,-,-,Bungalow,Finished,-,-,2021,3952.4,120,52,-,Two Rivers,ResidentialProperty,43.5685239,-80.2540522
375 York Road ,"$599,000",['Sold on Jul 22 2021'],"$585,000",26,2,2,700-1100,51-99 years,Bungalow,Finished,2021,-,2020,2986.76,159,37.99,712370390,Two Rivers,ResidentialProperty,43.54863663,-80.22814607
38 Baxter Drive ,"$1,199,500",['Sold on Aug 30 2021'],"$1,360,777",5,3,-,-,6-15 years,2-Storey,Finished,-,-,2021,6488.23,111.73,40.09,-,Pine Ridge,ResidentialProperty,43.51528397,-80.17887107
38 Camm Crescent ,"$949,000",['Sold on Sep 21 2021'],"$1,023,000",8,3,1,1500-2000,16-30 years,2-Storey,Finished,-,-,2020,5131.39,103.6,26.69,71186043,Pine Ridge,ResidentialProperty,43.51226949,-80.19010363
38 Creighton Avenue ,"$949,999",['Sold on May 17 2021'],"$995,000",3,3,-,-,-,2-Storey,Finished,2021,441000,2020,4951.73,114,43.9,-,Grange Hill East,ResidentialProperty,43.57220027,-80.22626117
38 Crossingham Drive ,"$650,000",['Sold on Jul 13 2021'],"$675,000",6,3,1,1100-1500,31-50 years,2-Storey,Finished,2021,316000,2021,3610.64,105,30,712540758,West Willow Woods,ResidentialProperty,43.52369006,-80.28449679
38 Deerpath Drive ,"$849,000",['Sold on Nov 06 2021'],"$1,068,000",2,4,-,-,-,2-Storey,Finished,-,-,2021,5667.34,113,51.32,-,West Willow Woods,ResidentialProperty,43.52579373,-80.27620067
38 Forster Drive ,"$989,500",['Sold on Jul 12 2021'],"$1,211,000",6,4,-,2500-3000,31-50 years,2-Storey,Full,-,-,2021,6924.21,118.4,88.85,-,Village,ResidentialProperty,43.52744898,-80.21044137
38 Keats Crescent ,"$1,125,000",['Sold on Aug 09 2021'],"$1,150,000",14,4,2,1500-2000,31-50 years,Backsplit 4,Finished,2021,587000,2021,6707.6,105,51,712280109,Kortright Hills,ResidentialProperty,43.51715007,-80.21908016
38 McCurdy Road ,"$749,000",['Sold on Jul 06 2021'],"$728,000",13,4,-,-,-,2-Storey,Finished,2021,395000,2021,4513.31,114.83,31.71,714900741,Guelph South,ResidentialProperty,43.51144531,-80.21240578
38 Sunnylea Crescent ,"$699,000",['Sold on Jun 30 2021'],"$850,000",5,3,1,700-1100,51-99 years,Sidesplit 3,Full,2021,349000,2021,4100,100,60,-,Waverley,ResidentialProperty,43.55924219,-80.25514534
38 Waxwing Crescent ,"$699,900",['Sold on May 01 2021'],"$790,500",4,3,-,1100-1500,16-30 years,2-Storey,Full,2021,372000,2021,4176.97,114.83,32.35,-,Kortright Hills,ResidentialProperty,43.49561242,-80.24311978
386 Stevenson Street North ,"$699,900",['Sold on Sep 03 2021'],"$810,000",3,3,1,-,-,Bungalow,Finished,-,-,2021,3747.04,109,56,713120069,Waverley,ResidentialProperty,43.56459148,-80.25593453
39 Fuller Drive ,"$758,988",['Sold on Sep 07 2021'],"$765,700",28,3,-,1100-1500,16-30 years,2-Storey,Finished,-,-,2021,4009,108,31,714931547,Grange Hill East,ResidentialProperty,43.57152467,-80.21568367
39 Kron Drive ,"$899,900",['Sold on Sep 29 2021'],"$896,900",14,4,-,1500-2000,31-50 years,Sidesplit 3,Finished,2021,461000,2021,5267.43,105,52,-,Hanlon Creek,ResidentialProperty,43.51807387,-80.21825911
39 Mallard Court ,"$769,000",['Sold on Jun 11 2021'],"$750,000",8,2,1,-,-,Bungalow,Finished,-,-,2020,3900,124.83,29.66,-,Kortright Hills,ResidentialProperty,43.49866725,-80.24288918
39 Troy Crescent ,"$529,000",['Sold on May 20 2021'],"$635,000",8,2,-,700-1100,16-30 years,2-Storey,Finished,-,-,2021,3099.04,-,28,-,Grange Hill East,ResidentialProperty,43.5679013,-80.23408542
39 Washburn Drive ,"$1,100,000",['Sold on Oct 01 2021'],"$1,083,000",26,5,-,2000-2500,6-15 years,2-Storey,Finished,2021,448000,2021,4500,111,44,714932040,Grange Hill East,ResidentialProperty,43.57011708,-80.23216849
398 Westwood Road ,"$849,700",['Sold on Aug 10 2021'],"$940,000",5,3,-,1500-2000,16-30 years,2-Storey,Finished,2016,362000,2021,4136.24,99.2,37.99,712670307,West Willow Woods,ResidentialProperty,43.53468123,-80.296065
399 Starwood Drive ,"$719,900",['Sold on Jun 23 2021'],"$725,900",23,3,-,1500-2000,-,Backsplit 3,Unfinished,2021,337000,2020,3783.98,124.46,36.24,714930244,Grange Hill East,ResidentialProperty,43.56927962,-80.23225081
4 Bronwyn Place ,"$649,900",['Sold on Sep 01 2021'],"$661,000",-,3,-,700-1100,16-30 years,Bungalow,Full,2021,326000,2020,3660.46,107,30.54,712580572,West Willow Woods,ResidentialProperty,43.52802136,-80.27196364
4 Glenda Court ,"$895,000",['Sold on Aug 04 2021'],"$950,000",1,4,-,1500-2000,31-50 years,Sidesplit 4,Crawl Space,-,-,2021,4593.29,60,120,-,West Willow Woods,ResidentialProperty,43.5391876,-80.2848754
4 Kingsley Court ,"$779,900",['Sold on May 11 2021'],"$850,000",6,3,1,1500-2000,51-99 years,Sidesplit 3,Fin W/O,2021,349000,2020,3918.72,60,118.01,713030082,Waverley,ResidentialProperty,43.5730143,-80.2609082
4 Linke Place ,"$889,000",['Sold on Aug 08 2021'],"$903,000",16,5,-,1500-2000,6-15 years,2-Storey,Full,2021,424000,2021,4760.85,110,30,713560791,Grange Hill East,ResidentialProperty,43.58152192,-80.22378113
4 Rosanne Street ,"$699,900",['Sold on Jun 28 2021'],"$715,000",5,3,-,700-1100,31-50 years,2-Storey,Finished,-,-,2021,3427.86,100,35,-,West Willow Woods,ResidentialProperty,43.51341835,-80.28043572
4 Rosedale Avenue ,"$786,000",['Sold on May 09 2021'],"$760,000",4,3,-,1100-1500,51-99 years,Sidesplit 4,Full,-,-,2020,3896,67,94.16,-,Central East,ResidentialProperty,43.5580035,-80.24422
4 Sunrise Court ,"$839,500",['Sold on Aug 15 2021'],"$815,000",12,3,-,1500-2000,16-30 years,Sidesplit 4,Full,2020,393000,2021,4490.4,113.19,55.77,-,Parkwood Gardens,ResidentialProperty,43.516113,-80.28293155
4 Wiltshire Place ,"$999,900",['Sold on Oct 07 2021'],"$1,015,000",8,4,-,2000-2500,31-50 years,2-Storey,Finished,-,-,2021,6090,177,55.77,712670264,Onward Willow,ResidentialProperty,43.532411,-80.2971014
40 Derry Street ,"$1,499,000",['Sold on May 22 2021'],"$1,400,000",24,3,1,2500-3000,6-15 years,2-Storey,Finished,2021,707000,2021,7938.49,108.9,50,713190349,Waverley,ResidentialProperty,43.5530121,-80.2525428
