,FID,GPID,address,shp__area,DA_ID,pop_2016,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,school_sco,trees_km,ws_ave,bs_ave,n_hood,ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,SIZE_SQFT,AGE,STYLE,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,LAT,LON
14068,5199,2000022139,8 BLACKBIRD CRESCENT,41073.23046875,35230071.0,2141.0,1392.0,53.8,1421.6,1.5,521.9,505.0,1440.0,195.0,130.0,6.1,23.6,67.3,9.1,34.5,775.0,325.0,41.9,2.7,365.0,47.1,58706.0,374132.99999999994,394683.00000000006,535.0,68.6,245.0,31.4,21.5,36.7,1069.0,1575.0,365.0,23.2,55.0,3.5,15.0,1.0,4.3,1050.0,75.0,7.1,20.0,1.9,10.0,1.0,10.8,51.4,11.198,4.71036863,2.99849343,446.06243896,464.96798706,4.3,103.720388704,29.583,49.133,Guelph Lake,8 BLACKBIRD CRESCENT,675000.0,"June 17, 2021",728000.0,10.0,3.0,,,Bungalow,,,2021.0,4159.1,102.0,45.01,43.58034483,-80.25850293
14129,10947,2000030894,180 COUNTRY CLUB DRIVE,13683.15234375,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,10.609,4.03945208,1.34108591,163.69848633,179.68977356,6.05,12.6459333366,36.237,13.325,Country Club,180 COUNTRY CLUB DRIVE,669000.0,"August 13, 2021",800000.0,2.0,3.0,700.0,50.0,Bungalow,2016.0,294000.0,2021.0,3359.0,117.9,36.0,43.57633209,-80.26855835
14207,11692,2000030893,19 WILTON ROAD,15364.69140625,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,9.85,4.17348623,1.38364446,156.23023987,171.63844299,6.05,0.0,38.298,17.19,Country Club,19 WILTON ROAD,974900.0,"August 06, 2021",1030000.0,1.0,3.0,1500.0,30.0,Storey,,,2020.0,4993.2,131.0,36.0,43.57677117,-80.26919933
14210,11508,2000030842,41 WILTON ROAD,16087.86328125,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,11.26,3.74542809,1.06804776,164.56608582,180.64157104,6.05,0.0,44.057,20.841,Country Club,41 WILTON ROAD,974900.0,"July 16, 2021",1080038.0,4.0,3.0,1500.0,30.0,Storey,,,2021.0,5061.76,133.0,36.0,43.57752411,-80.26816705
14297,44649,2000040776,26 WIDEMAN BOULEVARD,15446.5625,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,11.537,2.35546041,0.86453676,252.54841614,267.3067627,6.05,0.0,13.426,30.131,Country Club,26 WIDEMAN BOULEVARD,899900.0,"May 11, 2021",892000.0,12.0,3.0,1500.0,15.0,Storey,,,2021.0,4502.59,115.5,31.43,43.58177027,-80.26601692
14340,44332,2000040779,5 WIDEMAN BOULEVARD,15265.921875,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,11.471,2.3410542,0.78445691,239.71109009,254.30940247,6.05,0.0,20.543,30.757,Country Club,5 WIDEMAN BOULEVARD,988800.0,"September 14, 2021",1095000.0,5.0,3.0,2000.0,15.0,Storey,2021.0,447000.0,2021.0,5152.46,113.0,31.0,43.5805247,-80.2674155
14409,30805,2000030474,3 SIMMONDS DRIVE,4653.12890625,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,8.688,3.22174621,1.03717971,137.20347595,150.15100098,6.05,0.0,19.806,36.478,Country Club,3 SIMMONDS DRIVE,799900.0,"May 05, 2021",891000.0,7.0,3.0,1500.0,15.0,Storey,,,2021.0,4682.0,114.83,36.58,43.57896162,-80.26987224
14411,17300,2000030472,1 SIMMONDS DRIVE,4653.12890625,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,8.936,2.99590135,0.95563334,129.83151245,142.71920776,6.05,0.0,23.329,44.74,Country Club,1 SIMMONDS DRIVE,899900.0,"May 26, 2021",999000.0,5.0,3.0,2000.0,15.0,Storey,,,2021.0,5053.0,115.0,47.0,43.5791034,-80.269716
14450,21358,2000030858,211 COUNTRY CLUB DRIVE,24362.88671875,35230490.0,803.0,821.0,-2.2,3752.3,0.2,1438.1,120.0,560.0,120.0,55.0,6.8,14.9,69.6,14.9,40.8,300.0,230.0,76.7,2.6,145.0,48.3,62945.0,375271.00000000006,366744.99999999994,220.0,71.0,95.0,30.6,0.0,0.0,951.0,750.0,170.0,22.7,20.0,2.7,0.0,0.0,2.7,510.0,20.0,3.9,15.0,2.9,0.0,0.0,14.7,32.9,13.876,3.88160324,1.07278681,275.39541626,294.22842407,6.05,12.6459333366,38.737,29.15,Country Club,211 COUNTRY CLUB DRIVE,799900.0,"September 17, 2021",870000.0,3.0,3.0,1500.0,30.0,Storey,,,2021.0,4101.0,137.0,36.0,43.57732623,-80.26681425
14453,2123,2000030861,21 PARKER PLACE,24362.88671875,35230490.0,803.0,821.0,-2.2,3752.3,0.2,1438.1,120.0,560.0,120.0,55.0,6.8,14.9,69.6,14.9,40.8,300.0,230.0,76.7,2.6,145.0,48.3,62945.0,375271.00000000006,366744.99999999994,220.0,71.0,95.0,30.6,0.0,0.0,951.0,750.0,170.0,22.7,20.0,2.7,0.0,0.0,2.7,510.0,20.0,3.9,15.0,2.9,0.0,0.0,14.7,32.9,14.34,3.88849044,1.02132523,305.85223389,325.10473633,6.05,0.0,33.686,39.2,Country Club,21 PARKER PLACE,849900.0,"November 13, 2021",922000.0,2.0,3.0,,30.0,Storey,,,2021.0,4342.0,138.0,43.0,43.57707938,-80.26567482
14549,23998,2000030784,25 PONDVIEW CRESCENT,20140.0390625,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,10.915,5.02241468,2.11146855,331.34884644,349.3989563,6.05,46.3098393522,13.429,30.768,Country Club,25 PONDVIEW CRESCENT,1275000.0,"June 01, 2021",1280000.0,7.0,4.0,,,Sidesplit,,,2020.0,7298.47,113.92,50.0,43.57423426,-80.27056252
14587,6025,2000030491,26 VISTA TERRACE,42620.1015625,35230490.0,803.0,821.0,-2.2,3752.3,0.2,1438.1,120.0,560.0,120.0,55.0,6.8,14.9,69.6,14.9,40.8,300.0,230.0,76.7,2.6,145.0,48.3,62945.0,375271.00000000006,366744.99999999994,220.0,71.0,95.0,30.6,0.0,0.0,951.0,750.0,170.0,22.7,20.0,2.7,0.0,0.0,2.7,510.0,20.0,3.9,15.0,2.9,0.0,0.0,14.7,32.9,12.55,4.12344456,1.58939624,289.94735718,308.21258545,6.05,51.6994062167,22.59,23.951,Country Club,26 VISTA TERRACE,749900.0,"August 23, 2021",850000.0,6.0,4.0,,,Bungalow,,,2021.0,4490.45,107.0,40.0,43.57523172,-80.2683643
14590,10370,2000030836,137 COUNTRY CLUB DRIVE,42620.1015625,35230490.0,803.0,821.0,-2.2,3752.3,0.2,1438.1,120.0,560.0,120.0,55.0,6.8,14.9,69.6,14.9,40.8,300.0,230.0,76.7,2.6,145.0,48.3,62945.0,375271.00000000006,366744.99999999994,220.0,71.0,95.0,30.6,0.0,0.0,951.0,750.0,170.0,22.7,20.0,2.7,0.0,0.0,2.7,510.0,20.0,3.9,15.0,2.9,0.0,0.0,14.7,32.9,11.025,4.65632439,2.01799059,374.24453735,391.94488525,6.05,60.3138021213,23.217,29.817,Country Club,137 COUNTRY CLUB DRIVE,649900.0,"September 22, 2021",830000.0,6.0,2.0,700.0,,Bungalow,,,2021.0,3667.77,115.0,55.0,43.5738636,-80.26916683
14639,2666,2000030444,20 GLENBROOK DRIVE,29812.562499999996,35230490.0,803.0,821.0,-2.2,3752.3,0.2,1438.1,120.0,560.0,120.0,55.0,6.8,14.9,69.6,14.9,40.8,300.0,230.0,76.7,2.6,145.0,48.3,62945.0,375271.00000000006,366744.99999999994,220.0,71.0,95.0,30.6,0.0,0.0,951.0,750.0,170.0,22.7,20.0,2.7,0.0,0.0,2.7,510.0,20.0,3.9,15.0,2.9,0.0,0.0,14.7,32.9,16.976,3.93484449,1.28792298,440.21865845,462.42126465,6.05,42.7319408401,26.959,39.898,Country Club,20 GLENBROOK DRIVE,829900.0,"October 19, 2021",880000.0,6.0,3.0,,,Bungalow,,,2021.0,3736.0,110.0,54.0,43.57556616,-80.26430833
14640,13445,2000030453,24 GLENBROOK DRIVE,29812.562499999996,35230490.0,803.0,821.0,-2.2,3752.3,0.2,1438.1,120.0,560.0,120.0,55.0,6.8,14.9,69.6,14.9,40.8,300.0,230.0,76.7,2.6,145.0,48.3,62945.0,375271.00000000006,366744.99999999994,220.0,71.0,95.0,30.6,0.0,0.0,951.0,750.0,170.0,22.7,20.0,2.7,0.0,0.0,2.7,510.0,20.0,3.9,15.0,2.9,0.0,0.0,14.7,32.9,16.387,3.82203197,1.24087965,430.46105957,451.91543579,6.05,42.7319408401,26.959,39.898,Country Club,24 GLENBROOK DRIVE,729000.0,"June 28, 2021",900000.0,5.0,3.0,,50.0,Bungalow,2021.0,343000.0,2020.0,3851.0,110.0,55.09,43.57536457,-80.26460143
14703,22945,2000030644,28 ISLINGTON AVENUE,28450.578125,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,14.06,3.63568473,2.09402633,470.85968018,490.65283203,6.05,88.7037415877,38.024,35.0,Country Club,28 ISLINGTON AVENUE,749900.0,"July 17, 2021",780000.0,2.0,3.0,1100.0,50.0,Backsplit,2021.0,384000.0,2021.0,4387.62,,40.0,43.57826774,-80.26214062
14711,12204,2000030716,16 ISLINGTON AVENUE,28450.578125,35230489.0,1921.0,1560.0,23.1,1855.1,1.0,628.8,345.0,1165.0,415.0,85.0,4.400000000000001,17.9,60.5,21.6,42.8,650.0,395.0,60.8,2.7,305.0,46.9,64398.0,400280.99999999994,457888.0,625.0,94.0,40.0,6.0,17.7,37.5,1239.0,1420.0,415.0,29.2,65.0,4.6,10.0,0.7,5.6,950.0,35.0,3.7,15.0,1.6,0.0,0.0,9.6,41.4,14.815,3.59916449,1.77616632,458.07019043,478.26431274,6.05,88.7037415877,42.864,40.614,Country Club,16 ISLINGTON AVENUE,749000.0,"October 14, 2021",889000.0,1.0,3.0,,50.0,Sidesplit,,,2021.0,4207.6,,45.27,43.5778368,-80.26312191
14765,28029,2000017650,37 JUNE AVENUE,40306.1953125,35230078.0,513.0,505.0,1.6,2913.1,0.2,1133.3,75.0,360.0,80.0,35.0,6.8,14.6,69.9,15.5,41.4,205.0,145.0,70.7,2.6,75.0,36.6,51087.0,349140.99999999994,358474.0,155.0,72.1,60.0,27.9,0.0,0.0,1098.0,480.0,80.0,16.7,10.0,2.1,10.0,2.1,4.400000000000001,315.0,0.0,0.0,30.0,9.5,0.0,0.0,11.2,32.7,7.916,3.48490906,1.93364573,284.32550049,297.66055298,4.8,28.2381118835,38.086,42.257,June Ave,37 JUNE AVENUE,825000.0,"May 16, 2021",795000.0,40.0,3.0,,,Bungalow,,,2020.0,3875.0,104.0,64.0,43.55411417,-80.27571386
14770,2602,2000017684,107 SPEEDVALE AVENUE WEST,40306.1953125,35230078.0,513.0,505.0,1.6,2913.1,0.2,1133.3,75.0,360.0,80.0,35.0,6.8,14.6,69.9,15.5,41.4,205.0,145.0,70.7,2.6,75.0,36.6,51087.0,349140.99999999994,358474.0,155.0,72.1,60.0,27.9,0.0,0.0,1098.0,480.0,80.0,16.7,10.0,2.1,10.0,2.1,4.400000000000001,315.0,0.0,0.0,30.0,9.5,0.0,0.0,11.2,32.7,7.879,3.51083302,1.9447341,300.0098877,313.34503174,4.8,92.6693553419,36.5,39.905,June Ave,107 SPEEDVALE AVENUE WEST,799000.0,"May 10, 2021",850000.0,4.0,3.0,,99.0,Bungalow,,,2020.0,4098.37,126.0,66.1,43.55366335,-80.27504241
14928,10825,2000025182,9 LONSDALE DRIVE,68384.9921875,35230215.0,614.0,494.0,24.3,100.2,6.1,50.1,65.0,350.0,200.0,25.0,4.1,10.6,56.9,32.5,48.8,305.0,125.0,41.0,2.0,80.0,26.2,50634.0,345784.99999999994,340074.0,180.0,59.0,115.0,37.7,11.1,54.2,910.0,565.0,55.0,9.7,10.0,1.8,0.0,0.0,2.9,320.0,15.0,4.7,35.0,10.9,10.0,3.1,15.6,41.4,8.29,4.43397951,1.75391173,294.69387817,309.17306519,4.8,89.3073713307,21.371,31.403,June Ave,9 LONSDALE DRIVE,749900.0,"September 16, 2021",810000.0,7.0,3.0,,99.0,Sidesplit,2021.0,322000.0,2021.0,3615.5,100.0,56.0,43.55316271,-80.2782292
14968,1423,2000025168,15 LONSDALE DRIVE,68384.9921875,35230215.0,614.0,494.0,24.3,100.2,6.1,50.1,65.0,350.0,200.0,25.0,4.1,10.6,56.9,32.5,48.8,305.0,125.0,41.0,2.0,80.0,26.2,50634.0,345784.99999999994,340074.0,180.0,59.0,115.0,37.7,11.1,54.2,910.0,565.0,55.0,9.7,10.0,1.8,0.0,0.0,2.9,320.0,15.0,4.7,35.0,10.9,10.0,3.1,15.6,41.4,10.022,5.42591238,2.03428841,289.26809692,306.75161743,4.8,89.3073713307,19.589,26.849,June Ave,15 LONSDALE DRIVE,689900.0,"June 07, 2021",850000.0,4.0,3.0,1100.0,99.0,Sidesplit,2021.0,342000.0,2021.0,3907.72,100.0,56.0,43.55349453,-80.27869525
14986,14063,2000017636,346 KATHLEEN STREET,24632.3515625,35230077.0,710.0,726.0,-2.2,1109.2,0.6,535.9,80.0,445.0,180.0,45.0,6.3,11.3,62.7,25.4,46.1,335.0,115.0,34.3,2.1,95.0,28.4,56928.0,399638.0,381714.0,110.0,33.3,225.0,68.2,0.0,43.2,1040.0,620.0,70.0,11.3,30.0,4.8,0.0,0.0,7.1,320.0,25.0,7.8,0.0,0.0,0.0,0.0,9.2,32.6,8.652,3.02539158,1.90297186,246.93411255,260.5128479,4.8,18.9106065521,47.859,40.845,June Ave,346 KATHLEEN STREET,699900.0,"November 09, 2021",925000.0,5.0,3.0,700.0,99.0,Bungalow,2021.0,340000.0,2021.0,3884.87,120.0,60.01,43.55680503,-80.274332
15029,6702,2000017537,34 BAILEY AVENUE,26626.7421875,35230077.0,710.0,726.0,-2.2,1109.2,0.6,535.9,80.0,445.0,180.0,45.0,6.3,11.3,62.7,25.4,46.1,335.0,115.0,34.3,2.1,95.0,28.4,56928.0,399638.0,381714.0,110.0,33.3,225.0,68.2,0.0,43.2,1040.0,620.0,70.0,11.3,30.0,4.8,0.0,0.0,7.1,320.0,25.0,7.8,0.0,0.0,0.0,0.0,9.2,32.6,15.773,2.00491786,2.7854979,578.09765625,598.65789795,4.8,0.0,54.434,20.17,June Ave,34 BAILEY AVENUE,750000.0,"June 12, 2021",745000.0,4.0,3.0,,,Storey,,,2020.0,3900.0,104.5,30.05,43.55881331,-80.27406672
15035,24819,2000017458,12 BAILEY AVENUE,26626.7421875,35230077.0,710.0,726.0,-2.2,1109.2,0.6,535.9,80.0,445.0,180.0,45.0,6.3,11.3,62.7,25.4,46.1,335.0,115.0,34.3,2.1,95.0,28.4,56928.0,399638.0,381714.0,110.0,33.3,225.0,68.2,0.0,43.2,1040.0,620.0,70.0,11.3,30.0,4.8,0.0,0.0,7.1,320.0,25.0,7.8,0.0,0.0,0.0,0.0,9.2,32.6,14.492,1.84826005,3.08347082,571.55371094,590.97607422,4.8,0.0,55.905,21.048,June Ave,12 BAILEY AVENUE,899900.0,"December 08, 2021",1110000.0,8.0,4.0,1500.0,30.0,Storey,,,2021.0,5199.0,136.84,30.18,43.55831576,-80.27297414
15073,15757,2000025326,1 STIRLING PLACE,30994.1640625,35230215.0,614.0,494.0,24.3,100.2,6.1,50.1,65.0,350.0,200.0,25.0,4.1,10.6,56.9,32.5,48.8,305.0,125.0,41.0,2.0,80.0,26.2,50634.0,345784.99999999994,340074.0,180.0,59.0,115.0,37.7,11.1,54.2,910.0,565.0,55.0,9.7,10.0,1.8,0.0,0.0,2.9,320.0,15.0,4.7,35.0,10.9,10.0,3.1,15.6,41.4,16.47,9.78992939,3.0746913,264.20648193,293.54135132,4.8,61.8283734779,17.947,32.75,June Ave,1 STIRLING PLACE,689000.0,"May 03, 2021",690000.0,4.0,3.0,1100.0,50.0,Sidesplit,2021.0,326000.0,2020.0,3660.47,62.94,100.0,43.5569591,-80.2806073
15092,19768,2000017483,357 KATHLEEN STREET,9777.25390625,35230077.0,710.0,726.0,-2.2,1109.2,0.6,535.9,80.0,445.0,180.0,45.0,6.3,11.3,62.7,25.4,46.1,335.0,115.0,34.3,2.1,95.0,28.4,56928.0,399638.0,381714.0,110.0,33.3,225.0,68.2,0.0,43.2,1040.0,620.0,70.0,11.3,30.0,4.8,0.0,0.0,7.1,320.0,25.0,7.8,0.0,0.0,0.0,0.0,9.2,32.6,8.533,2.72218347,1.82475662,237.93475342,251.01353455,4.8,18.9106065521,51.456,34.074,June Ave,357 KATHLEEN STREET,800000.0,,800000.0,12.0,3.0,1100.0,30.0,Bungalow,,,2020.0,4603.0,131.23,42.22,43.55768421,-80.27526678
15144,6845,2000016344,42 BONAR PLACE,32535.828125,35230122.0,533.0,529.0,0.8,2856.4,0.2,826.3,90.0,375.0,60.0,40.0,7.5,17.0,70.8,11.3,37.7,155.0,150.0,96.8,3.3,100.0,64.5,68694.0,400438.0,530684.0,150.0,90.9,15.0,9.1,9.7,0.0,0.0,400.0,75.0,18.8,10.0,2.5,0.0,0.0,10.3,235.0,10.0,4.3,0.0,0.0,0.0,0.0,0.0,14.7,23.534,2.69128752,2.52478194,445.30984497,474.06106567,5.55,0.0,33.902,40.902,West End,42 BONAR PLACE,859900.0,"July 02, 2021",850000.0,10.0,3.0,,30.0,Storey,2021.0,391000.0,2021.0,4468.0,125.0,41.25,43.52843545,-80.29562191
15192,30386,2000016479,63 CHILLICO DRIVE,22670.5234375,35230482.0,2140.0,1292.0,65.6,2285.6,0.9,636.2,505.0,1470.0,165.0,130.0,6.1,23.6,68.7,7.7,34.2,590.0,335.0,56.8,3.6,360.0,61.0,61774.0,479267.00000000006,488978.0,500.0,87.7,65.0,11.4,14.9,30.8,1455.0,1635.0,395.0,24.2,65.0,4.0,25.0,1.5,4.1,1075.0,60.0,5.6,35.0,3.3,15.0,1.4,16.0,47.6,16.596,1.87209356,1.39076889,462.95346069,482.81744385,5.55,0.0,12.077,44.769,West End,63 CHILLICO DRIVE,899900.0,"November 02, 2021",1125000.0,7.0,4.0,,30.0,Storey,2016.0,423000.0,2021.0,4581.86,,27.33,43.52867803,-80.3059353
15219,3556,2000027350,62 BOND COURT,6564.890624999999,35230121.0,739.0,703.0,5.1,3300.6,0.2,1140.9,205.0,490.0,40.0,55.0,7.4,27.7,66.2,5.4,31.8,250.0,85.0,34.0,3.0,170.0,68.0,61297.0,421216.99999999994,431151.00000000006,110.0,44.0,135.0,54.0,0.0,14.3,660.0,530.0,130.0,24.5,40.0,7.5,10.0,1.9,5.7,320.0,25.0,7.8,20.0,6.3,0.0,0.0,18.2,41.9,13.568,3.46088815,2.14185882,350.67498779,369.84619141,5.55,0.0,18.319,28.979,West End,62 BOND COURT,824900.0,"June 27, 2021",970000.0,4.0,3.0,1500.0,30.0,Storey,,,2021.0,5495.95,165.0,24.0,43.53477145,-80.29842083
15561,19885,2000012576,36 SUGARBUSH PLACE,30711.78125,35230218.0,531.0,545.0,-2.6,2648.4,0.2,1145.0,75.0,405.0,55.0,35.0,6.5,14.0,75.7,10.3,40.1,230.0,50.0,21.7,2.4,90.0,39.1,60481.0,270010.0,310692.0,215.0,95.6,10.0,4.400000000000001,23.3,0.0,0.0,425.0,90.0,21.2,30.0,7.1,10.0,2.4,4.3,305.0,10.0,3.3,0.0,0.0,0.0,0.0,14.4,27.8,24.901,5.64111042,3.64408469,481.70343018,515.88818359,4.55,14.0725713545,28.739,47.652,West End,36 SUGARBUSH PLACE,1099900.0,"July 22, 2021",1095000.0,8.0,3.0,2500.0,50.0,Other,2021.0,660000.0,2020.0,7410.76,131.0,39.93,43.5367079,-80.2949242
15592,14558,2000009671,28 BLUERIDGE COURT,54343.0,35230117.0,494.0,503.0,-1.8,1958.0,0.3,688.0,60.0,365.0,70.0,45.0,9.1,12.1,73.7,14.1,41.4,170.0,140.0,82.4,2.9,85.0,50.0,67415.0,400528.0,411779.00000000006,165.0,91.7,10.0,5.6,0.0,0.0,0.0,455.0,100.0,22.0,35.0,7.7,0.0,0.0,7.0,255.0,10.0,3.9,10.0,3.9,0.0,0.0,5.8,21.4,18.752,5.30373669,2.27757955,427.26141357,453.59606934,4.55,59.7987441571,29.059,32.098,West End,28 BLUERIDGE COURT,899900.0,"November 15, 2021",999000.0,5.0,3.0,,,Sidesplit,,,2021.0,4924.64,181.85,39.79,43.53631278,-80.28599192
15716,29792,2000000936,9 CAROLYN COURT,70076.421875,35230216.0,529.0,570.0,-7.2,2322.2,0.2,865.2,85.0,360.0,90.0,40.0,7.5,16.0,67.9,17.0,40.6,195.0,110.0,56.4,2.7,90.0,46.2,68428.0,348199.00000000006,368831.00000000006,170.0,87.2,30.0,15.4,0.0,0.0,1408.0,475.0,65.0,13.7,15.0,3.2,15.0,3.2,9.6,310.0,25.0,8.1,10.0,3.2,0.0,0.0,7.0,36.5,8.893,3.1266768,0.68616712,191.68370056,204.39082336,4.55,58.8799985888,38.835,46.624,West End,9 CAROLYN COURT,987500.0,"August 23, 2021",987000.0,6.0,3.0,1500.0,50.0,Bungalow,2021.0,477000.0,2021.0,5450.25,,54.0,43.53918884,-80.28886594
15842,7987,2000016247,7 PEARTREE CRESCENT,16740.78515625,35230483.0,563.0,560.0,0.5,3998.6,0.1,1321.4,95.0,425.0,40.0,50.0,8.800000000000002,16.8,75.2,7.1,36.9,185.0,105.0,56.8,3.1,95.0,51.4,76580.0,474940.0,469980.99999999994,150.0,81.1,40.0,21.6,27.6,62.5,1446.0,470.0,95.0,20.2,20.0,4.3,0.0,0.0,10.0,310.0,10.0,3.2,10.0,3.2,0.0,0.0,15.0,31.0,17.856,1.66827679,0.61036271,204.86018372,224.99421692,5.55,0.0,17.393,49.357,West End,7 PEARTREE CRESCENT,880000.0,"November 05, 2021",875000.0,16.0,3.0,,,Bungalow,,,2021.0,3717.02,114.83,49.21,43.53034731,-80.30010143
15846,28257,2000001122,65 IMPERIAL ROAD NORTH,28675.18359375,35230119.0,492.0,495.0,-0.6,3526.9,0.1,1264.3,70.0,370.0,50.0,30.0,6.1,14.3,75.5,10.2,40.0,180.0,140.0,77.8,2.8,95.0,52.8,70150.0,424587.00000000006,423031.00000000006,150.0,93.8,15.0,9.4,13.3,0.0,0.0,385.0,90.0,23.4,15.0,3.9,0.0,0.0,5.1,260.0,30.0,11.5,15.0,5.8,0.0,0.0,11.8,24.7,21.053,3.59256005,2.90423942,485.04550171,512.59521484,4.55,31.4859511973,36.691,47.2,West End,65 IMPERIAL ROAD NORTH,879900.0,"May 10, 2021",849000.0,21.0,3.0,2000.0,50.0,Sidesplit,2021.0,456000.0,2021.0,5200.78,,56.0,43.52980108,-80.29325908
15886,21944,2000016350,94 THORNHILL DRIVE,51181.70703125,35230122.0,533.0,529.0,0.8,2856.4,0.2,826.3,90.0,375.0,60.0,40.0,7.5,17.0,70.8,11.3,37.7,155.0,150.0,96.8,3.3,100.0,64.5,68694.0,400438.0,530684.0,150.0,90.9,15.0,9.1,9.7,0.0,0.0,400.0,75.0,18.8,10.0,2.5,0.0,0.0,10.3,235.0,10.0,4.3,0.0,0.0,0.0,0.0,0.0,14.7,16.127,1.60086155,0.90834242,280.47924805,299.11697388,5.55,0.0,12.375,29.196,West End,94 THORNHILL DRIVE,1149900.0,"August 11, 2021",1060000.0,34.0,3.0,1500.0,,Bungalow,,,2021.0,5655.91,114.79,73.66,43.5311344,-80.3013826
